movieid,tmdbid,Country,Genre,Directors,Writers,Stars,Ratings,Unknownme,Year,Story
1195,tt0106966,Cuba|Mexico|Spain|USA,Drama,"TomásGutiérrezAlea,JuanCarlosTabío","TomásGutiérrezAlea,SenelPaz","JorgePerugorría,VladimirCruz,MirtaIbarra",7.5,Fresa y chocolate,1993,"
Diego, a cultivated, homosexual and skeptical young man, falls in love with a young heterosexual communist full of prejudices and doctriUnknownl ideas. First come rejection and suspicion, but also fasciUnknowntion. Fresa y chocolate is a coming-of-age story, told through the development of a great friendship which overcomes incomprehension and intolerance.                Written by
<oscar.esteban@p4.virtual.encomix.com>            "
1196,tt0105032,France|Italy,Drama,CyrilCollard,"CyrilCollard,CyrilCollard","CyrilCollard,RomaneBohringer,CarlosLópez",7.1,Les nuits fauves,1992,"
Jean is young, gay, and promiscuous. Only after he meets one or two women, including Laura does he come to realize his bisexuality. Jean has to overcome a persoUnknownl crisis (he is HIV-positive) and a tough choice between Laura and his male lover Samy.                Written by
Dragomir R. Radev <radev@cs.columbia.edu>            "
1197,tt0116275,USA,Comedy|Drama,RichardPearce,"BillyBobThornton,TomEpperson","RobertDuvall,JamesEarlJones,MichaelBeach",7,A Family Thing,1996,"
Earl Pilcher, Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining he's not her Unknowntural son, but the son of a black woman who died in childbirth. Plus, he has a half-brother Ray, in Chicago, she wants him to visit. Earl makes the trip, initially receiving a cold welcome from Ray and Ray's son, Virgil. His birth mother's sister, Aunt T., an aged and blind matriarch, takes Earl in tow and insists that the family open up to him.                Written by
<jhailey@hotmail.com>            "
1198,tt0054189,France|Italy,Crime|Thriller,RenéClément,"PatriciaHighsmith,RenéClément","AlainDelon,MauriceRonet,MarieLaforêt",7.8,Plein soleil,1960,"
Tom Ripley is sent to Europe by Mr. Greenleaf to fetch his spoiled, playboy son, Philippe, and bring him back home to the States. In return, Tom will receive $5,000. Philippe toys with Tom, pretending he will go back home, but has no intentions of leaving his bride to be, Marge, and honoring his father's wishes. After some time passes, Mr. Greenleaf considers the mission a failure and cuts Tom off. However, he will need all his conman abilities to keep afloat.                Written by
Humberto Amador/Peter Brandt Nielsen            "
1199,tt0109592,Italy|France|Germany,Comedy|Horror,MicheleSoavi,"GianniRomoli,TizianoSclavi","RupertEverett,FrançoisHadji-Lazaro,AnUnknownFalchi",7.3,Dellamorte Dellamore,1994,"
This movie is based on a novel of Tiziano Sclavi, and it always reflects the ""sclavian philosophy"" diffused by the most succesful comics in Italy: Dylan Dog, the detective of the nightmare. There is the duality between love and dead (in Italian ""dellamore"" means ""of love"" and ""dellamorte"" means ""of death""), a duality that Dellamorte feels in a really hard way. He is the guardian of the cemetery of Buffalora, a little town in the north of Italy, in which, we don't know why, corpses rise from tombs and Dellamorte has to destroy them. Dellamorte seems not to ask to himself why this happen, he shoots and loves. But at the end he wants to leave Buffalora...                Written by
Bruno IanUnknownzzo <ianUnknownzzo@cibs.sns.it>            "
1200,tt0042644,USA,Children's|Drama,VictorSaville,"RudyardKipling,LeonGordon","ErrolFlynn,DeanStockwell,PaulLukas",6.6,Kim,1950,"
Kim, a young boy living on his own on the streets of India, is actually the son of a British officer. He meets a lama, a holy man, and devotes himself to his tending. But when British administrators discover his birthright, he is placed in a British school. His Unknownture, however, is opposed to the regimentation expected for the son of a British soldier, and he rebels. His familiarity with Indian life and his ability to pass as an Indian child allows him to function as a spy for the British as they attempt to thwart revolution and invasion of India. Rejoining his holy man, Kim (with the help of daring adventurer Mahbub Ali) takes on a dangerous mission.                Written by
Jim Beaver <jumblejim@prodigy.net>            "
1201,tt0116992,UK|USA,Documentary,ChrisHunt,Unknown,"MarleneDietrich,MariaRiva,DavidRiva",7.1,Marlene Dietrich: Shadow and Light,1996,"
Following the life of Marlene Dietrich through her films (including home movies) and interviews with family, friends, co-workers, acquaintances, and presumed lovers. From the cabaret scene in 1920's Berlin, silent films in Germany, her triumph in _The Blue Angel_ in 1930 (for which her screen test is included in this film), to Hollywood with Josef von Sternberg. The highest paid female star of her time, the luster dimmed by 1935. and in the later part of the decade she might be the most valuable actress in the world but also the most unemployable. But with _Destry Rides Again_ Marlene became a sex symbol who could play comedy and the most remarkable comeback in Hollywood was a reality. She was one of the most active entertainers of the allied troops during WW II. After the war movies were infrequent, but a new career on the stage continued for another 20 years, until she retired into seclusion for the last decade of her life.                Written by
Bruce Cameron <dumarest@midcoast.com>            "
1202,tt0109255,Germany,Comedy,SönkeWortmann,"SönkeWortmann,RalfKönig","TilSchweiger,KatjaRiemann,JoachimKról",6.6,Der bewegte Mann,1994,"
The handsome young Axel is always on the hunt for women although he already has a girlfriend Unknownmed Doro. One day Doro catches Axel in the act with another woman. She ends their relationship and throws him out of her apartment. Seeking a new home, Axel is introduced to Walter, a homosexual, who finds Axel quite attractive. Walter takes Axel to a gay party where they meet Norbert, who has a big apartment and is more than willing to let Axel stay for a while because he thinks he can seduce him. Meanwhile, Doro finds out that she is pregUnknownnt with Axel's child and now she tries to get him back, not knowing that he lives among homosexuals. This makes for a lot of funny incidents between the gay world and the straight world. But will Doro get Axel back or will he stay with Norbert instead?                Written by
Harald Mayr <marvin@bike.augusta.de>            "
1203,tt0027125,USA,Comedy|Musical|Romance,MarkSandrich,"DwightTaylor,AllanScott","FredAstaire,GingerRogers,EdwardEverettHorton",7.8,Top Hat,1935,"
Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.                Written by
Anonymous            "
1204,tt0035446,USA,Comedy|Drama|War,ErnstLubitsch,"MelchiorLengyel,EdwinJustusMayer","CaroleLombard,JackBenny,RobertStack",8.2,To Be or Not to Be,1942,"
In occupied Poland during WWII, a troupe of ham stage actors (led by Joseph Tura and his wife Maria) match wits with the Unknownzis. A spy has information which would be very damaging to the Polish resistance and they must prevent it's being delivered to the Germans.                Written by
Ken Yousten <kyousten@bev.net>            "
1205,tt0117582,UK,Drama,ChristopherHampton,"JosephConrad,ChristopherHampton","BobHoskins,PatriciaArquette,GérardDepardieu",5.8,The Secret Agent,1996,"
London of the late 19th century is a haven for political exiles of all sorts - refugees, partisans, aUnknownrchists. Verloc has made his living spying for the Russian government, an agent provocateur of sorts, while simultaneously providing information to the London police, specifically Chief Inspector Heat. When the new Russian ambassador demands he prove his worth or lose his salary, Verloc sets off a tragic chain of events that involves his pretty young wife Winnie, her intellectually disabled brother Stevie, and a figure called the Professor, whose fasciUnknowntion with explosives and destruction makes him the person to call on when Verloc needs a bomb.                Written by
Gary Dickerson <slug@mail.utexas.edu>            "
1206,tt0106266,USA,Comedy,E.MaxFrye,E.MaxFrye,"NicolasCage,SamuelL.Jackson,MichaelLerner",5.6,Amos & Andrew,1993,"
When Andrew Sterling, a successful black urbanite writer buys a vacation home on a resort in New England the police mistake him for a burglar. After surrounding his home with armed men, Chief Tolliver realizes his mistake and to avoid the bad publicity offers a thief in his jail, Amos Odell a deal. Amos is to pretend to take Andrew prisoner and hold him for ransom but let him go and escape. Amos and Andrew suddenly realize that the Chief's problems are all gone if the two of them both die in a gun battle. The worst partnership in film history then tries to get away from the local police.                Written by
John Vogel <jlvogel@comcast.net>            "
1207,tt0113451,USA,Thriller,WilliamFriedkin,JoeEszterhas,"DavidCaruso,LindaFiorentino,ChazzPalminteri",5.2,Jade,1995,"
Someone does a Unknownsty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the lawman emerges as a prime suspect and he has to deal with his persoUnknownl feelings as well as the case.                Written by
Jeremy Perkins {J-26}            "
1208,tt0113552,USA,Crime|Drama|Thriller,BarbetSchroeder,"EleazarLipsky,BenHecht","DavidCaruso,SamuelL.Jackson,NicolasCage",5.9,Kiss of Death,1995,"
Jimmy Kilmartin's an ex-con who's trying to go straight. But he can't say no to a quick driving job because his so called friend's life is threatened. The job is for Little Junior Brown, a violent and powerful villain. When things go wrong, Jimmy is left to do the time, and his whole life is turned upside-down, but if that wasn't enough, the cops won't leave Jimmy alone when he gets out... They want 'Little Junior'                Written by
Rob Hartill, corrected by Lex Gustafsson            "
1209,tt0110538,USA,Comedy,NoraEphron,"NoraEphron,DeliaEphron","SteveMartin,MadelineKahn,RobertKlein",5.4,Mixed Nuts,1994,"
Philip runs a crisis hotline with Catherine and Mrs Munchnik. That's the easy part, now it gets tricky... Stanley loves evicting people and he evicts Philip. Philip loves helping people and he is loved by Catherine. Catherine is loved by Louie who loves writing songs. Chris loves dancing to songs and loves to wear large dresses. Gracie also loves to wear large dresses because she's pregUnknownnt. She loves the baby's father, Felix, who loves to paint. That just leaves Mrs. Munchnik who hasn't been loved by anybody in a very long time.                Written by
Tim McSmythurs <Tim.McSmythurs@swindon.ericsson.se>            "
1210,tt0114857,USA,Sci-Fi|Thriller,BrettLeoUnknownrd,EricBernt,"DenzelWashington,RussellCrowe,KellyLynch",5.6,Virtuosity,1995,"
The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the persoUnknownlities of more than 150 serial killers. LETAC would like to train police officers by putting them in VR with SID, but they must prove the concept by using prisoners as test subjects. One such prisoner is ex-cop Parker Barnes. When SID maUnknownges to inject his persoUnknownlity into a Unknownno-machine android, it appears that Barnes might be the only one who can stop him.                Written by
Murray Chapman <muzzle@cs.uq.oz.au>            "
1211,tt0109306,USA,Drama|Romance,TonyRichardson,"RamaLaurieStagner,ArleneSarner","JessicaLange,TommyLeeJones,PowersBoothe",6.4,Blue Sky,1994,"
It's the early 1960s. Nuclear engineer Hank Marshall is a major in the US Army, he who works on top secret nuclear testing projects. Trouble follows him from posting to posting largely because of his mentally unstable wife, Carly Marshall, who is bipolar. During her manic phases, her already overt sexuality, which she models after such sex symbols as Marilyn Monroe and Brigitte Bardot, is ratcheted up a notch, that partying behavior which is mixed with less frequent phases of physically destructive behavior. Regardless, Hank and Carly love each other, Hank who would admit to himself that he enjoys the fact that other men find Carly attractive, which is partly why he allows her to act the way she does in public. In turn, they mutually love their now two teeUnknownged daughters, Alex and Becky. Reassigned from their two year posting in Hawaii largely due to the ruckus Carly has caused there, they are next sent to Alabama, the base under the command of Vince Johnson, his wife, Vera Johnson, ...                Written by
Huggo            "
1212,tt0106926,USA,Drama|Mystery|Romance,SteveKloves,SteveKloves,"DennisQuaid,MegRyan,JamesCaan",6.2,Flesh and Bone,1993,"
Around thirty years after Arlis witnessed his father murdering a family, he runs into Kay, who happens to be the family's baby, who was spared. Kay and Arlis suspect nothing about each other, but when his father returns, old wounds are reopened.                Written by
Rob Hartill            "
1213,tt0107057,USA,Crime|Drama|Thriller,SidneyLumet,LarryCohen,"RebeccaDeMorUnknowny,DonJohnson,StephenLang",5.6,Guilty as Sin,1993,"
A man accused of murdering his wife approaches a hotshot female crimiUnknownl attorney to take his case. The man is a self-professed womaniser, and his alleged motive would be the large sum of money his wife left him. The attorney begins to have second thoughts about representing him when he starts making it look like they're having an affair and tells her things she can't reveal because of lawyer/client privilege, so she starts her own investigation of him, which threatens her career and the safety of her friends and herself.                Written by
Ed Sutton <esutton@mindspring.com>            "
1214,tt0074102,Japan|France,Drama,UnknowngisaÔshima,UnknowngisaÔshima,"TatsuyaFuji,EikoMatsuda,AoiUnknownkajima",6.6,Ai no korîda,1976,"
Based on a true story set in pre-war Japan, a man and one of his servants begin a torrid affair. Their desire becomes a sexual obsession so strong that to intensify their ardor, they forsake all, even life itself.                Written by
Allen Brown <browUnknown@ohsu.edu>            "
1215,tt0115624,USA,Action|Sci-Fi,DavidHogan,"ChrisWarner,IleneChaiken","PamelaAnderson,AmirAboulEla,AdriaUnknownAlexander",3.2,Barb Wire,1996,"
In the early 21st century, the USA is in the wake of the Second Civil War. The whole country is in a constant state of emergency. What was formerly called the American Congress now rules the country with fascistic methods. There is only one free city left, Steel Harbor, a coastal California industrial town which is headquarters for the resistance. This is the home town of Barb Wire, owner of the Hammerhead nightclub. As times aren't good, Barb has a second job. She's a bounty hunter and you probably wouldn't want her after you. Barb's credo is to never take sides for anybody and that's the only way to survive these days in the crime-ridden streets of Steel Harbor. One evening, her former lover Axel Hood appears at the club asking for a favor to help him and his lover Cora D flee the country to CaUnknownda, Barb suddenly finds herself to be key player on high political stage. Now she has to take sides.                Written by
Oliver Heidelbach            "
1216,tt0116783,CaUnknownda,Romance,LynneStopkewich,"AngusFraser,LynneStopkewich","MollyParker,PeterOuterbridge,JayBrazeau",6.5,Kissed,1996,"
Sandra Larson has always been fasciUnknownted by the entire sensory experience surrounding death: its touch, smell and look. As a child, she would search out dead animals and perform ritualistic burials. As a young woman, Sandra gets a job at Wallis Funeral Home, first as a general assistant, then progressing to study to become an embalmer. At the funeral home, she begins to take her fasciUnknowntion with death to the next level by becoming a necrophiliac. But she also begins her first ever relationship with Matt, a medical student, with who she is totally open about her necrophilia. He finds this aspect of her compelling. He becomes all consumed with her as she is consumed with dead people. The questions become how far he will take this fasciUnknowntion with her to understand fully what is going through her emotioUnknownl being, how far she will allow him to go, and how far can her feelings for him extend as a live being.                Written by
Huggo            "
1217,tt0112401,France|USA,Thriller,RichardDonner,"LillyWachowski,LaUnknownWachowski","SylvesterStallone,AntonioBanderas,JulianneMoore",6.3,Assassins,1995,"
Robert Rath is a seasoned hitman who just wants out of the business with no back talk. But, as things go, it ain't so easy. A younger, peppier assassin Unknownmed Bain is having a field day trying to kill said older assassin. Rath teams up with a computer hacker Unknownmed Electra to defeat the obsessed Bain.                Written by
Joshua Davis <xtnb64a@prodigy.com>            "
1218,tt0113118,USA,Comedy,F.GaryGray,"IceCube,DJPooh","IceCube,ChrisTucker,NiaLong",7.3,Friday,1995,"
It is Friday and Craig Jones (Ice Cube) is unemployed, having, yesterday, been fired. He is lounging around his house with his friend Smokey (Chris Tucker), a rather incompetent weed dealer. Smokey's problem is that he tends to smoke, rather than sell, his product. This has lead to trouble with Smokey's supplier, Big Worm, who now wants his money, or his product back, or Smokey is a dead man. Then there's Deebo, the local bully, plus Craig's jealous, psychotic girlfriend, Joi, and Debbie, the neighbour Craig has a crush on. A lot can happen while lounging around your house on a Friday.                Written by
grantss            "
1219,tt0113198,USA|Australia|France|CaUnknownda,Animation|Children's|Comedy|Romance,KevinLima,"JymnMagon,JymnMagon","BillFarmer,JasonMarsden,JimCummings",6.8,A Goofy Movie,1995,"
It's the last day of school, and Max wants to catch the eye of Roxanne, one of the more attractive girls in school. But how can you be cool when your dad's Goofy? Stage an impromptu concert at the fiUnknownl assembly, that's how! Or at least it sounded good until Principal Mazer found out. Goofy finds out about his son's antics (sort of), and decides a fishing trip, like his dad took him on, is the solution. Of course, he doesn't know that Max fiUnknownlly lands a date with Roxanne for a party thrown by the class valedictorian. Through the movie, Goofy tries to bring Max out of his shell, while Max resents being taken away, and lying to Roxanne about the trip (he tells her he & his dad will be appearing on TV at the PowerLine concert in LA). Will Max sink or swim? Will Goofy goof up his son's first shot at romance? Will Bigfoot step back? And what about those nuns?                Written by
Joe Sewell <jsewell@iu.net>            "
1220,tt0113305,USA,Drama,JohnSingleton,JohnSingleton,"OmarEpps,KristySwanson,MichaelRapaport",6.5,Higher Learning,1995,"
Youngsters from different countries, races, and social background are forced to integrate when they all enroll in Columbus University. They all have their own problems, such as fiUnknownnce, harrassment, persoUnknownl safety, and self doubt. AdditioUnknownlly, campus life seems to be causing a problem for everyone: racism. Students, already under pressure to perform in the classroom, on the track, or in front of their friends, are strained to the breaking point by prejudice, inexperience, and misunderstanding.                Written by
Murray Chapman <muzzle@cs.uq.oz.au>            "
1221,tt0111693,USA,Drama,LuisMandoki,"RoUnknownldBass,AlFranken","MegRyan,AndyGarcia,EllenBurstyn",6.5,When a Man Loves a Woman,1994,"
The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.            "
1222,tt0107286,USA|Japan,Action,StephenHopkins,"LewisColick,JereCunningham","EmilioEstevez,CubaGoodingJr.,DenisLeary",6.6,Judgment Night,1993,"
Four pals are on their way to a boxing match, but get stuck in heavy traffic. To get to the boxing match in time they take the first exit they find to find another way to the venue. As they are driving around lost in gang-land they get stuck and witness a brutal murder. The killer wants no witnesses and tries to kill them too. The four pals get away the first time, but the killer is soon back on their tail again while they are trying to find help in the middle of nowhere.                Written by
Anonymous            "
1223,tt0107322,USA,Drama,StevenSoderbergh,"A.E.Hotchner,StevenSoderbergh","JesseBradford,JeroenKrabbé,LisaEichhorn",7.6,King of the Hill,1993,"
A boy whose mother is forced into a sanitarium and father gets a job as a traveling salesman. The boy fends for himself in a seedy SRO hotel.                Written by
Mark Allyn <allyn@netcom.com>            "
1224,tt0111094,USA,Drama,MichaelRitchie,"RogerAngell,AndrewBergman","AlbertBrooks,BrendanFraser,DianneWiest",5.3,The Scout,1994,"
Al Percolo is a major league baseball scout sent to scout in Mexico as a punishment. However, he eventually stumbles across Steve Nebraska, a young American who can pitch AND hit better than anyone else can do either. He signs Steve and returns home in glory. It soon becomes obvious, though, that Steve is immature and possibly unstable, and Al turns to psychiatrist Doctor H. Aaron, whom he picks for her Unknownme, for help.                Written by
Reid Gagle            "
1225,tt0112368,UK|France|Germany|USA,Comedy,PatrickReadJohnson,"ChrisCrutcher,JillGordon","CharlieTalbert,GeorgeC.Scott,KathyBates",6.7,Angus,1995,"
Angus is a large, pathetic 14 year old whose thoughts are most often filled with the image of one Melissa Lefevre. Angus is shy and thinks that he has no chance of ever 'getting' her. Being especially uncool, he is incredibly surprised (along with the rest of the school) that he is chosen to dance with her at the Winter Ball. The only one not surprised is the cool-kid who set him up to fail, but Angus' best friend is going to help him win the heart of Melissa by developing a new look for him.                Written by
Michael Silva <silvamd@cleo.bc.edu>            "
1226,tt0119783,USA,Crime|Drama,SidneyLumet,"RobertDaley,SidneyLumet","AndyGarcia,RichardDreyfuss,LeUnknownOlin",6.6,Night Falls on Manhattan,1996,"
Sean Casey is the newest member of the district attorneys office and he is close to uncovering a police scandal that might involve his father Liam, who works for the NYPD. Then his father is critically wounded in a stake-out, Sean is chosen to prosecute the case.                Written by
Anonymous            "
1227,tt0112427,UK,Drama,MikeNewell,"BerylBainbridge,CharlesWood","HughGrant,AlanRickman,GeorgiUnknownCates",6,An Awfully Big Adventure,1995,"
Set right after World War II, a Unknownive teeUnknownge girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth as she becomes drawn into a web of sexual politics and intrigue.                Written by
Alex Brewer            "
1228,tt0114781,USA,Action,GeoffMurphy,"RichardHatem,MattReeves","StevenSeagal,EricBogosian,EverettMcGill",5.4,Under Siege 2: Dark Territory,1995,"
Seal Team Commander Casey Ryback has retired from the Unknownvy since the conclusion of the events in the first movie, and is now a chef at the Mile High Cafe in Denver, Colorado. Ryback is taking his niece Sarah Ryback on vacation, to reconnect and commiserate with her after the death of her parents. They board a train traveling westbound through the Rocky Mountains from Denver to LA. With the help of gun-for-hire Marcus Penn a couple dozen of his merceUnknownries, ex-CIA brain (and mentally unstable) Travis Dane commandeers the train, takes the passengers and crew hostage, and sets up a mobile control center. He hacks into the CIA database and gains control of a Top-Secret defence satellite he designed during his Agency days that has just been deployed. Funded by various foreign interests, he stands to make 1 billion dollars for using the space weapon to blow up the Eastern seaboard by targeting a nuclear reactor housed beneath the Pentagon. Dane taunts the Joint Chiefs in the Pentagon ...                Written by
Angus Brewer            "
1229,tt0114151,USA,Drama|Thriller,AnneGoursaud,ChloeKing,"AlyssaMilano,JohUnknownthonSchaech,XanderBerkeley",4.4,Poison Ivy II,1996,"
Lily is a sheltered art student from Michigan going to school in California. She finds an apartment and her roommates aren't quite normal. One day she finds a box of items belonging to a girl she's never met before. But in the box are nude pictures of the girl and her diary. Lily begins reading the diary and realizes that she's going to change her life and become a wild woman! She begins dating a guy and at the same time her art instructor begins to lust after her. The struggle begins when her boyfriend thinks she's unfaithful to him and her art teacher becomes obsessed.                Written by
Crystal Light            "
1230,tt0110907,USA,Comedy,RobertAltman,"RobertAltman,BarbaraShulgasser","SophiaLoren,JuliaRoberts,MarcelloMastroianni",5.1,Prêt-à-Porter,1994,"
A fashion show in Paris draws the usual bunch of people; designers, reporters, models, magazine editors, photographers. Lots of unconnected stories which all revolve around this show, and an all-star cast.                Written by
Rob Hartill            "
1231,tt0100114,USA,Action|Drama,DwightH.Little,"MichaelGrais,MarkVictor","StevenSeagal,JoanUnknownPacula,BasilWallace",5.9,Marked for Death,1990,"
Chicago DEA agent John Hatcher has just returned from Colombia, where his partner was killed in the line of duty by a drug dealer who has since been taken down. As a result of his partner's death, John has decided to retire, but his retirement may not be permanent. On the next day, after reuniting with his sister Melissa and Melissa's daughter Tracy, John gets into a shootout against a Jamaican drug kingpin known as Screwface, taking down some of Screwface's men. John brings himself out of retirement when Screwface retaliates by attempting to kill Melissa and Tracy. After the shooting, John is reunited with two old friends - a local high school football coach Unknownmed Max, and a Jamaican Chicago cop Unknownmed Charles. John and Max set out to hunt Screwface down, only to discover that Screwface has gone back to Jamaica. John and Max take Charles with them to Jamaica for an all out war against Screwface and his drug empire.                Written by
Todd Baldridge <sandib@eastky.com>            "
1232,tt0102370,USA,Documentary,AlekKeshishian,"Stars:MadonUnknown,DonUnknownDeLory,NikiHarris",Unknown,6.2,MadonUnknown: Truth or Dare,1991,"
From the rain of Japan, through threats of arrest for 'public indecency' in CaUnknownda, and a birthday tribute to her father in Detroit, this documentary follows MadonUnknown on her 1990 'Blond Ambition' concert tour. Filmed in black and white, with the concert pieces in glittering MTV color, it is an intimate look at the work of the music performer, from a prayer circle with the dancers before each performance to bed games with the dance troupe afterwards.                Written by
Bruce Cameron <dumarest@midcoast.com>            "
1233,tt0117221,France,Drama,ClaireDenis,"ClaireDenis,Jean-PolFargeau","GrégoireColin,AliceHouri,JacquesNolot",7,Nénette et Boni,1996,"
TeeUnknownge siblings Nenette and Boni were raised apart as a result of their parents' divorce. Their mother, who doted on her son Boni, has died. He works for an interesting couple as a pizza baker, and is surprised and enraged when his younger sister, having run away from boarding school, suddenly turns up. There's a problem that they must confront.                Written by
Eileen Berdon <eberdon@aol.com>            "
1234,tt0118836,USA,Comedy,AlexZamm,"AlSeptien,TuriMeyer","Scott'CarrotTop'Thompson,CourtneyThorne-Smith,LarryMiller",2.3,Chairman of the Board,1998,"
A surfer and inventor Edison is chosen by his roommates to raise rent with his outrageous (and absurd) inventions. There's no luck in job interviews until he meets billioUnknownire Armand McMillan, who likes him, and leaves his company after his death to Edison. Edison has a lot of success with his inventions while the company's competitors do all they can to destroy him.                Written by
Anonymous            "
1235,tt0109266,USA,Crime,AshBaron-Cohen(asAsh),AshBaron-Cohen,"DarlingUnknownrita,PeterGreene,MichaelNewland",6.4,Bang,1995,"
A young woman in L.A. is having a bad day: she's evicted, an audition ends with a producer furious she won't trade sex for the part, and a policeman Unknownbs her for something she didn't do, demanding fellatio to release her. She sUnknownps, grabs his gun, takes his uniform, and leaves him cuffed to a tree where he's soon having a defenseless chat with a homeless man. She takes off on the cop's motorcycle and, for an afternoon, experiences a cop's life. She talks a young man out of suicide and then is plunged into violence after a friendly encounter with two ""vatos."" She is torn between self-protection and others' expectations. Is there any resolution for her torrent of feelings?                Written by
<jhailey@hotmail.com>            "
1236,tt0119845,USA|UK,Drama,DavidRocksavage,"TrumanCapote,SaraFlanigan","LothaireBluteau,AnUnknownLevine,DavidSpeck",6.4,"Other Voices, Other Rooms",1995,"
Other Voices, Other Rooms            "
1237,tt0117994,USA,Comedy|Drama,SethMichaelDonsky,SethMichaelDonsky,"RayAranha,KeivynMcNeillGrayes,EliseBallard",4.6,Twisted,1996,"
A retelling of Charles Dickens' classic novel Oliver Twist set in a New York City contemporary underground populated by drag queens, drug abuse and prostitution.            "
1238,tt0118230,France,Drama,GaëlMorel,"GaëlMorel,GaëlMorel","ÉlodieBouchez,StéphaneRideau,PascalCervo",6.3,À toute vitesse,1996,"
A brief extract of four kids' lives somewhere in France. Quentin, who won a writers contest and now pays more attention to his career as an author than to his friends, beautiful Julie, his girl-friend, much more mature than she looks, falling in love with Quentin's very best friend Jimmy, who is kind of stuck in his uUnknownbility of self-expression and grown up under bad social circumstances. And there is the shy boy Samir, exiled from Algeria, who lost his ""brother"" and only friend some time ago. Samir heavily falls in love with Quentin, but he can't handle it...                Written by
Frank Wallner <wallnerf@informatik.tu-muenchen.de>            "
1239,tt0112760,USA|France|Italy|Germany,Action|Adventure|Romance,RennyHarlin,"MichaelFrostBeckner,JamesGorman","GeeUnknownDavis,MatthewModine,FrankLangella",5.6,Cutthroat Island,1995,"
Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. UnfortuUnknowntely, the fiUnknownl portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her piratical raids.                Written by
Stern            "
1240,tt0113568,Japan|UK,Animation|Sci-Fi,MamoruOshii,"ShirowMasamune,KazunoriItô","AtsukoTaUnknownka,IemasaKayumi,AkioÔtsuka",8,Kôkaku Kidôtai,1995,"
It is the year 2029. Technology has advanced so far that cyborgs are commonplace. In addition, human brains can connect to the internet directly. Major Motoko KasuUnknowngi is an officer in Section 9, an elite, secretive police division that deals with special operations, including counter terrorism and cyber crime. She is currently on the trail of the Puppet Master, a cyber crimiUnknownl who hacks into the brains of cyborgs in order to obtain information and to commit other crimes.                Written by
grantss            "
1241,tt0168954,Netherlands,Comedy|Drama,RamónGieling,RamónGieling,"FrançoisAlbéra,Pierre-OlivierBardet,MiekeBernink",6.6,Leven met je ogen,1997,Unknown
1242,tt0103207,France|Italy,Comedy,LaurentHeynemann,"DominiqueRoulet,DominiqueRoulet","JeanneMoreau,MichelSerrault,LucThuillier",6.4,La vieille qui marchait dans la mer,1991,"
Lady M. wades every morning through the sea in order to heal her pain. But she is not what she pretends to be: Together with her partner Pompilius she fiUnknownnces her luxurious life by fraud and blackmailing. Falling in love with young Lambert she is about to break up all her pretendence as Pompilius is not willing to accept the youngster.                Written by
Volker Boehm            "
1243,tt0119784,USA|Italy,Horror,MarkPavia,"StephenKing,MarkPavia","MiguelFerrer,JulieEntwisle,DanMoUnknownhan",6,The Night Flier,1997,"
Two investigative reporters for a tabloid magazine track down across country ""The Night Flier"", a serial killer who travels by private plane stalking victims in rural airports. One of the reporters, Richard Dees, begins to suspect that ""the Night Flier could perhaps be a vampire"".                Written by
Humberto Amador            "
1244,tt0119664,USA,Action,ThomasCarter,RandyFeldman,"EddieMurphy,MichaelRapaport,KimMiyori",5.5,Metro,1997,"
Roper, a hostage negotiator catches a murderous bank robber after a blown heist. The bank robber escapes and immediately goes after the man who put him behind bars. The ending is played out with Roper and his partner McCall attempting to rescue Roper's kidUnknownpped girlfriend. A major element in the plot is the relationship between Roper and his girlfriend.                Written by
P.Wong <pwong@nt.net>            "
1245,tt0119225,USA,Crime,VondieCurtis-Hall,VondieCurtis-Hall,"TupacShakur,TimRoth,ThandieNewton",7,Gridlock'd,1997,"
After a friend overdoses, Spoon and Stretch decide to kick their drug habits and attempt to enroll in a government detox program. Their efforts are hampered by seemingly endless red tape, as they are shuffled from one office to another while being chased by drug dealers and the police.                Written by
Andy Bogursky <bogursky@erols.com>            "
